,title,file_type,file_url,source,authors,year,abstract,citations,related_articles
33,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
34,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
35,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
36,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
37,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
38,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
39,Information centric services in smart cities,[PDF],http://telematics.poliba.it/publications/2013/JSS_9240_main.pdf,[PDF] poliba.it,"['G Piro', 'I Cianci', 'LA Grieco', 'G Boggia']",,"A “Smart City” is intended as an urban environment which, supported by pervasive ICT
systems, is able to offer advanced and innovative services to citizens in order to improve the
overall quality of their life. In this context, the present contribution formulates a pioneering …",Citado por 264,"https://scholar.google.com.ar/scholar?q=related:RTb05bUnRfYJ:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
40,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
41,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
42,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
43,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
44,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
45,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
46,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
47,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
48,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
49,Why are smart cities growing? Who moves and who stays,[PDF],http://e-madina.org/documents/e-Education/WHY%20ARE%20SMART%20CITIES%20GROWING-%20WHO%20MOVES%20AND%20WHO%20STAYS.pdf,[PDF] e-madina.org,['JV Winters'],,"This paper examines why smart cities are growing by investigating who moves to smart
cities and who stays. Smart cities are often centers of higher education, so students moving
to pursue higher education may play an important role. I find that the greater in‐migration to …",Citado por 289,"https://scholar.google.com.ar/scholar?q=related:hoATWeI4Si8J:scholar.google.com/&scioq=smart+cities&hl=es&as_sdt=0,5"
